Cache directory: /opt/app-root/src/.cache/autoresearch

Data: all 6543 shards already downloaded at /opt/app-root/src/.cache/autoresearch/data

Tokenizer: already trained at /opt/app-root/src/.cache/autoresearch/tokenizer

Done! Ready to train.
Cloning into '/workspace'...
Switched to a new branch 'autoresearch/mar12'
branch 'autoresearch/mar12' set up to track 'origin/autoresearch/mar12'.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011148 | lrm: 1.00 | dt: 40661ms | tok/sec: 12,893 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.881083 | lrm: 1.00 | dt: 498ms | tok/sec: 1,053,754 | mfu: 12.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.488496 | lrm: 1.00 | dt: 425ms | tok/sec: 1,234,497 | mfu: 15.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.041101 | lrm: 1.00 | dt: 426ms | tok/sec: 1,230,302 | mfu: 15.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.661490 | lrm: 1.00 | dt: 428ms | tok/sec: 1,223,895 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.335900 | lrm: 1.00 | dt: 428ms | tok/sec: 1,225,443 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.077340 | lrm: 1.00 | dt: 428ms | tok/sec: 1,224,605 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864666 | lrm: 1.00 | dt: 429ms | tok/sec: 1,222,004 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.683639 | lrm: 1.00 | dt: 430ms | tok/sec: 1,218,194 | mfu: 14.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.529093 | lrm: 1.00 | dt: 429ms | tok/sec: 1,222,364 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.396704 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,332 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.287087 | lrm: 1.00 | dt: 428ms | tok/sec: 1,225,333 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.189140 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,879 | mfu: 14.8% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.099682 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,038 | mfu: 14.8% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 6.024178 | lrm: 1.00 | dt: 429ms | tok/sec: 1,220,739 | mfu: 14.8% | epoch: 1 | remaining: 298s    
step 00015 (0.6%) | loss: 5.953370 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,307 | mfu: 14.9% | epoch: 1 | remaining: 298s    
step 00016 (0.7%) | loss: 5.892564 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,772 | mfu: 14.8% | epoch: 1 | remaining: 297s    
step 00017 (0.9%) | loss: 5.835254 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,954 | mfu: 14.8% | epoch: 1 | remaining: 297s    
step 00018 (1.0%) | loss: 5.782859 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,246 | mfu: 14.9% | epoch: 1 | remaining: 297s    
step 00019 (1.1%) | loss: 5.733513 | lrm: 1.00 | dt: 429ms | tok/sec: 1,223,354 | mfu: 14.9% | epoch: 1 | remaining: 296s    
step 00020 (1.3%) | loss: 5.689723 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,297 | mfu: 14.8% | epoch: 1 | remaining: 296s    
step 00021 (1.4%) | loss: 5.649096 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,176 | mfu: 14.8% | epoch: 1 | remaining: 295s    
step 00022 (1.6%) | loss: 5.611365 | lrm: 1.00 | dt: 430ms | tok/sec: 1,218,781 | mfu: 14.8% | epoch: 1 | remaining: 295s    
step 00023 (1.7%) | loss: 5.572401 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,136 | mfu: 14.8% | epoch: 1 | remaining: 294s    
step 00024 (1.9%) | loss: 5.535576 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,937 | mfu: 14.7% | epoch: 1 | remaining: 294s    
step 00136 (18.0%) | loss: 3.611780 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,956 | mfu: 14.7% | epoch: 1 | remaining: 246s    
step 00137 (18.1%) | loss: 3.606699 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,633 | mfu: 14.7% | epoch: 1 | remaining: 245s    
step 00138 (18.3%) | loss: 3.600468 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,158 | mfu: 14.7% | epoch: 1 | remaining: 245s    
step 00139 (18.4%) | loss: 3.596634 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,690 | mfu: 14.7% | epoch: 1 | remaining: 244s    
step 00140 (18.6%) | loss: 3.589225 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,626 | mfu: 14.7% | epoch: 1 | remaining: 244s    
step 00141 (18.7%) | loss: 3.582819 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,761 | mfu: 14.7% | epoch: 1 | remaining: 243s    
step 00142 (18.9%) | loss: 3.580323 | lrm: 1.00 | dt: 432ms | tok/sec: 1,214,058 | mfu: 14.8% | epoch: 1 | remaining: 243s    
step 00143 (19.0%) | loss: 3.578255 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,448 | mfu: 14.7% | epoch: 1 | remaining: 243s    
step 00144 (19.1%) | loss: 3.573522 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,788 | mfu: 14.8% | epoch: 1 | remaining: 242s    
step 00145 (19.3%) | loss: 3.573975 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,139 | mfu: 14.7% | epoch: 1 | remaining: 242s    
step 00146 (19.4%) | loss: 3.572240 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,619 | mfu: 14.7% | epoch: 1 | remaining: 241s    
step 00147 (19.6%) | loss: 3.570540 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,953 | mfu: 14.7% | epoch: 1 | remaining: 241s    
step 00148 (19.7%) | loss: 3.570845 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,910 | mfu: 14.7% | epoch: 1 | remaining: 240s    
step 00149 (19.9%) | loss: 3.565707 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,201 | mfu: 14.7% | epoch: 1 | remaining: 240s    
step 00150 (20.0%) | loss: 3.556679 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,354 | mfu: 14.7% | epoch: 1 | remaining: 240s    
step 00151 (20.2%) | loss: 3.554538 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,292 | mfu: 14.7% | epoch: 1 | remaining: 239s    
step 00152 (20.3%) | loss: 3.552190 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,616 | mfu: 14.7% | epoch: 1 | remaining: 239s    
step 00153 (20.4%) | loss: 3.549380 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,203 | mfu: 14.7% | epoch: 1 | remaining: 238s    
step 00154 (20.6%) | loss: 3.550327 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,702 | mfu: 14.6% | epoch: 1 | remaining: 238s    
step 00155 (20.7%) | loss: 3.547636 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,455 | mfu: 14.7% | epoch: 1 | remaining: 237s    
step 00156 (20.9%) | loss: 3.542995 | lrm: 1.00 | dt: 435ms | tok/sec: 1,203,920 | mfu: 14.6% | epoch: 1 | remaining: 237s    
step 00157 (21.0%) | loss: 3.539019 | lrm: 1.00 | dt: 433ms | tok/sec: 1,212,048 | mfu: 14.7% | epoch: 1 | remaining: 236s    
step 00158 (21.2%) | loss: 3.534479 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,269 | mfu: 14.6% | epoch: 1 | remaining: 236s    
step 00159 (21.3%) | loss: 3.532311 | lrm: 1.00 | dt: 433ms | tok/sec: 1,212,023 | mfu: 14.7% | epoch: 1 | remaining: 236s    
step 00160 (21.5%) | loss: 3.526133 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,618 | mfu: 14.7% | epoch: 1 | remaining: 235s    
step 00161 (21.6%) | loss: 3.524213 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,576 | mfu: 14.7% | epoch: 1 | remaining: 235s    
step 00162 (21.8%) | loss: 3.520148 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,316 | mfu: 14.7% | epoch: 1 | remaining: 234s    
step 00163 (21.9%) | loss: 3.519003 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,002 | mfu: 14.7% | epoch: 1 | remaining: 234s    
step 00164 (22.0%) | loss: 3.515329 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,437 | mfu: 14.7% | epoch: 1 | remaining: 233s    
step 00165 (22.2%) | loss: 3.512807 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,742 | mfu: 14.7% | epoch: 1 | remaining: 233s    
step 00166 (22.3%) | loss: 3.510982 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,166 | mfu: 14.7% | epoch: 1 | remaining: 233s    
step 00167 (22.5%) | loss: 3.509190 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,723 | mfu: 14.7% | epoch: 1 | remaining: 232s    
step 00168 (22.6%) | loss: 3.507097 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,215 | mfu: 14.7% | epoch: 1 | remaining: 232s    
step 00169 (22.8%) | loss: 3.507588 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,737 | mfu: 14.6% | epoch: 1 | remaining: 231s    
step 00170 (22.9%) | loss: 3.506457 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,395 | mfu: 14.7% | epoch: 1 | remaining: 231s    
step 00171 (23.1%) | loss: 3.501259 | lrm: 1.00 | dt: 437ms | tok/sec: 1,199,879 | mfu: 14.6% | epoch: 1 | remaining: 230s    
step 00172 (23.2%) | loss: 3.502368 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,513 | mfu: 14.7% | epoch: 1 | remaining: 230s    
step 00173 (23.3%) | loss: 3.501377 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,585 | mfu: 14.6% | epoch: 1 | remaining: 230s    
step 00174 (23.5%) | loss: 3.497606 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,848 | mfu: 14.7% | epoch: 1 | remaining: 229s    
step 00175 (23.6%) | loss: 3.494074 | lrm: 1.00 | dt: 437ms | tok/sec: 1,199,782 | mfu: 14.6% | epoch: 1 | remaining: 229s    
step 00176 (23.8%) | loss: 3.493676 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,520 | mfu: 14.7% | epoch: 1 | remaining: 228s    
step 00177 (23.9%) | loss: 3.487981 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,252 | mfu: 14.6% | epoch: 1 | remaining: 228s    
step 00178 (24.1%) | loss: 3.485524 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,258 | mfu: 14.7% | epoch: 1 | remaining: 227s    
step 00179 (24.2%) | loss: 3.484034 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,586 | mfu: 14.7% | epoch: 1 | remaining: 227s    
step 00180 (24.4%) | loss: 3.477933 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,514 | mfu: 14.7% | epoch: 1 | remaining: 226s    
step 00181 (24.5%) | loss: 3.475064 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,501 | mfu: 14.6% | epoch: 1 | remaining: 226s    
step 00182 (24.6%) | loss: 3.472925 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,080 | mfu: 14.7% | epoch: 1 | remaining: 226s    
step 00183 (24.8%) | loss: 3.468461 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,784 | mfu: 14.7% | epoch: 1 | remaining: 225s    
step 00184 (24.9%) | loss: 3.461159 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,773 | mfu: 14.7% | epoch: 1 | remaining: 225s    
step 00185 (25.1%) | loss: 3.461568 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,709 | mfu: 14.6% | epoch: 1 | remaining: 224s    
step 00186 (25.2%) | loss: 3.457791 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,454 | mfu: 14.7% | epoch: 1 | remaining: 224s    
step 00187 (25.4%) | loss: 3.452272 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,390 | mfu: 14.6% | epoch: 1 | remaining: 223s    
step 00188 (25.5%) | loss: 3.448240 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,818 | mfu: 14.7% | epoch: 1 | remaining: 223s    
step 00189 (25.7%) | loss: 3.450319 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,201 | mfu: 14.7% | epoch: 1 | remaining: 223s    
step 00190 (25.8%) | loss: 3.449851 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,324 | mfu: 14.7% | epoch: 1 | remaining: 222s    
step 00191 (26.0%) | loss: 3.449321 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,768 | mfu: 14.7% | epoch: 1 | remaining: 222s    
step 00192 (26.1%) | loss: 3.448611 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,285 | mfu: 14.7% | epoch: 1 | remaining: 221s    
step 00193 (26.2%) | loss: 3.445120 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,237 | mfu: 14.7% | epoch: 1 | remaining: 221s    
step 00194 (26.4%) | loss: 3.440303 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,788 | mfu: 14.7% | epoch: 1 | remaining: 220s    
step 00195 (26.5%) | loss: 3.441645 | lrm: 1.00 | dt: 437ms | tok/sec: 1,200,799 | mfu: 14.6% | epoch: 1 | remaining: 220s    
step 00196 (26.7%) | loss: 3.440716 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,524 | mfu: 14.7% | epoch: 1 | remaining: 220s    
step 00197 (26.8%) | loss: 3.439540 | lrm: 1.00 | dt: 437ms | tok/sec: 1,200,443 | mfu: 14.6% | epoch: 1 | remaining: 219s    
step 00198 (27.0%) | loss: 3.434820 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,769 | mfu: 14.7% | epoch: 1 | remaining: 219s    
step 00199 (27.1%) | loss: 3.431361 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,534 | mfu: 14.7% | epoch: 1 | remaining: 218s    
step 00200 (27.3%) | loss: 3.429862 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,055 | mfu: 14.7% | epoch: 1 | remaining: 218s    
step 00201 (27.4%) | loss: 3.429846 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,840 | mfu: 14.7% | epoch: 1 | remaining: 217s    
step 00202 (27.5%) | loss: 3.430293 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,809 | mfu: 14.6% | epoch: 1 | remaining: 217s    
step 00203 (27.7%) | loss: 3.427555 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,758 | mfu: 14.7% | epoch: 1 | remaining: 216s    
step 00204 (27.8%) | loss: 3.423834 | lrm: 1.00 | dt: 435ms | tok/sec: 1,203,948 | mfu: 14.6% | epoch: 1 | remaining: 216s    
step 00205 (28.0%) | loss: 3.416790 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,590 | mfu: 14.7% | epoch: 1 | remaining: 216s    
step 00206 (28.1%) | loss: 3.415326 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,025 | mfu: 14.6% | epoch: 1 | remaining: 215s    
step 00207 (28.3%) | loss: 3.413516 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,085 | mfu: 14.7% | epoch: 1 | remaining: 215s    
step 00208 (28.4%) | loss: 3.413267 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,261 | mfu: 14.6% | epoch: 1 | remaining: 214s    
step 00209 (28.6%) | loss: 3.410237 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,383 | mfu: 14.6% | epoch: 1 | remaining: 214s    
step 00210 (28.7%) | loss: 3.407333 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,399 | mfu: 14.6% | epoch: 1 | remaining: 213s    
step 00211 (28.9%) | loss: 3.408918 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,277 | mfu: 14.7% | epoch: 1 | remaining: 213s    
step 00212 (29.0%) | loss: 3.406971 | lrm: 1.00 | dt: 435ms | tok/sec: 1,203,888 | mfu: 14.6% | epoch: 1 | remaining: 213s    
step 00213 (29.1%) | loss: 3.403634 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,214 | mfu: 14.7% | epoch: 1 | remaining: 212s    
step 00214 (29.3%) | loss: 3.399574 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,134 | mfu: 14.6% | epoch: 1 | remaining: 212s    
step 00215 (29.4%) | loss: 3.398416 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,562 | mfu: 14.6% | epoch: 1 | remaining: 211s    
step 00216 (29.6%) | loss: 3.395607 | lrm: 1.00 | dt: 437ms | tok/sec: 1,200,204 | mfu: 14.6% | epoch: 1 | remaining: 211s    
step 00217 (29.7%) | loss: 3.397461 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,985 | mfu: 14.7% | epoch: 1 | remaining: 210s    
step 00218 (29.9%) | loss: 3.396049 | lrm: 1.00 | dt: 437ms | tok/sec: 1,201,117 | mfu: 14.6% | epoch: 1 | remaining: 210s    
step 00219 (30.0%) | loss: 3.395411 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,332 | mfu: 14.6% | epoch: 1 | remaining: 210s    
step 00220 (30.2%) | loss: 3.395944 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,129 | mfu: 14.6% | epoch: 1 | remaining: 209s    
step 00221 (30.3%) | loss: 3.397335 | lrm: 1.00 | dt: 437ms | tok/sec: 1,200,008 | mfu: 14.6% | epoch: 1 | remaining: 209s    
step 00222 (30.4%) | loss: 3.390668 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,665 | mfu: 14.6% | epoch: 1 | remaining: 208s    
step 00223 (30.6%) | loss: 3.389307 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,881 | mfu: 14.6% | epoch: 1 | remaining: 208s    
step 00224 (30.7%) | loss: 3.387954 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,656 | mfu: 14.7% | epoch: 1 | remaining: 207s    
step 00225 (30.9%) | loss: 3.387871 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,829 | mfu: 14.6% | epoch: 1 | remaining: 207s    
step 00226 (31.0%) | loss: 3.390590 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,013 | mfu: 14.7% | epoch: 1 | remaining: 206s    
step 00227 (31.2%) | loss: 3.388933 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,858 | mfu: 14.6% | epoch: 1 | remaining: 206s    
step 00228 (31.3%) | loss: 3.389263 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,752 | mfu: 14.7% | epoch: 1 | remaining: 206s    
step 00229 (31.5%) | loss: 3.387851 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,914 | mfu: 14.6% | epoch: 1 | remaining: 205s    
step 00230 (31.6%) | loss: 3.388201 | lrm: 1.00 | dt: 437ms | tok/sec: 1,200,876 | mfu: 14.6% | epoch: 1 | remaining: 205s    
step 00231 (31.8%) | loss: 3.389456 | lrm: 1.00 | dt: 437ms | tok/sec: 1,200,892 | mfu: 14.6% | epoch: 1 | remaining: 204s    
step 00232 (31.9%) | loss: 3.385551 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,314 | mfu: 14.7% | epoch: 1 | remaining: 204s    
step 00233 (32.0%) | loss: 3.383770 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,020 | mfu: 14.6% | epoch: 1 | remaining: 203s    
step 00234 (32.2%) | loss: 3.384777 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,268 | mfu: 14.7% | epoch: 1 | remaining: 203s    
step 00235 (32.3%) | loss: 3.382474 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,011 | mfu: 14.6% | epoch: 1 | remaining: 203s    
step 00236 (32.5%) | loss: 3.379402 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,730 | mfu: 14.6% | epoch: 1 | remaining: 202s    
step 00237 (32.6%) | loss: 3.379345 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,934 | mfu: 14.6% | epoch: 1 | remaining: 202s    
step 00238 (32.8%) | loss: 3.381404 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,915 | mfu: 14.7% | epoch: 1 | remaining: 201s    
step 00239 (32.9%) | loss: 3.381081 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,019 | mfu: 14.6% | epoch: 1 | remaining: 201s    
step 00240 (33.1%) | loss: 3.374870 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,953 | mfu: 14.7% | epoch: 1 | remaining: 200s    
step 00241 (33.2%) | loss: 3.370569 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,434 | mfu: 14.6% | epoch: 1 | remaining: 200s    
step 00242 (33.4%) | loss: 3.369868 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,624 | mfu: 14.7% | epoch: 1 | remaining: 200s    
step 00243 (33.5%) | loss: 3.370888 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,103 | mfu: 14.6% | epoch: 1 | remaining: 199s    
step 00244 (33.6%) | loss: 3.372146 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,319 | mfu: 14.6% | epoch: 1 | remaining: 199s    
step 00245 (33.8%) | loss: 3.368798 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,309 | mfu: 14.6% | epoch: 1 | remaining: 198s    
step 00246 (33.9%) | loss: 3.364045 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,052 | mfu: 14.7% | epoch: 1 | remaining: 198s    
step 00247 (34.1%) | loss: 3.360096 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,332 | mfu: 14.6% | epoch: 1 | remaining: 197s    
step 00248 (34.2%) | loss: 3.358829 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,358 | mfu: 14.6% | epoch: 1 | remaining: 197s    
step 00249 (34.4%) | loss: 3.359608 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,211 | mfu: 14.6% | epoch: 1 | remaining: 196s    
step 00250 (34.5%) | loss: 3.356195 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,059 | mfu: 14.7% | epoch: 1 | remaining: 196s    
step 00251 (34.7%) | loss: 3.356552 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,219 | mfu: 14.6% | epoch: 1 | remaining: 196s    
step 00252 (34.8%) | loss: 3.357131 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,973 | mfu: 14.7% | epoch: 1 | remaining: 195s    
step 00253 (34.9%) | loss: 3.357762 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,919 | mfu: 14.6% | epoch: 1 | remaining: 195s    
step 00254 (35.1%) | loss: 3.354813 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,120 | mfu: 14.6% | epoch: 1 | remaining: 194s    
step 00255 (35.2%) | loss: 3.352274 | lrm: 1.00 | dt: 437ms | tok/sec: 1,201,086 | mfu: 14.6% | epoch: 1 | remaining: 194s    
step 00256 (35.4%) | loss: 3.349784 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,521 | mfu: 14.7% | epoch: 1 | remaining: 193s    
step 00257 (35.5%) | loss: 3.349028 | lrm: 1.00 | dt: 437ms | tok/sec: 1,201,002 | mfu: 14.6% | epoch: 1 | remaining: 193s    
step 00258 (35.7%) | loss: 3.346451 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,253 | mfu: 14.7% | epoch: 1 | remaining: 193s    
step 00259 (35.8%) | loss: 3.347333 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,820 | mfu: 14.6% | epoch: 1 | remaining: 192s    
step 00260 (36.0%) | loss: 3.347487 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,849 | mfu: 14.6% | epoch: 1 | remaining: 192s    
step 00261 (36.1%) | loss: 3.346140 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,937 | mfu: 14.6% | epoch: 1 | remaining: 191s    
step 00262 (36.3%) | loss: 3.346235 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,023 | mfu: 14.6% | epoch: 1 | remaining: 191s    
step 00263 (36.4%) | loss: 3.343236 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,276 | mfu: 14.6% | epoch: 1 | remaining: 190s    
step 00264 (36.5%) | loss: 3.341210 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,758 | mfu: 14.7% | epoch: 1 | remaining: 190s    
step 00265 (36.7%) | loss: 3.339279 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,216 | mfu: 14.7% | epoch: 1 | remaining: 189s    
step 00266 (36.8%) | loss: 3.336722 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,915 | mfu: 14.6% | epoch: 1 | remaining: 189s    
step 00267 (37.0%) | loss: 3.334364 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,142 | mfu: 14.7% | epoch: 1 | remaining: 189s    
step 00268 (37.1%) | loss: 3.331810 | lrm: 1.00 | dt: 437ms | tok/sec: 1,199,555 | mfu: 14.6% | epoch: 1 | remaining: 188s    
step 00269 (37.3%) | loss: 3.330797 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,321 | mfu: 14.7% | epoch: 1 | remaining: 188s    
step 00270 (37.4%) | loss: 3.331122 | lrm: 1.00 | dt: 437ms | tok/sec: 1,198,690 | mfu: 14.6% | epoch: 1 | remaining: 187s    
step 00271 (37.6%) | loss: 3.328931 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,104 | mfu: 14.7% | epoch: 1 | remaining: 187s    
step 00272 (37.7%) | loss: 3.330455 | lrm: 1.00 | dt: 437ms | tok/sec: 1,198,501 | mfu: 14.6% | epoch: 1 | remaining: 186s    
step 00273 (37.9%) | loss: 3.328128 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,811 | mfu: 14.7% | epoch: 1 | remaining: 186s    
step 00274 (38.0%) | loss: 3.326403 | lrm: 1.00 | dt: 437ms | tok/sec: 1,199,180 | mfu: 14.6% | epoch: 1 | remaining: 186s    
step 00275 (38.1%) | loss: 3.324462 | lrm: 1.00 | dt: 435ms | tok/sec: 1,204,491 | mfu: 14.6% | epoch: 1 | remaining: 185s    
step 00276 (38.3%) | loss: 3.326045 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,867 | mfu: 14.6% | epoch: 1 | remaining: 185s    
